plot_name,accession_name,DM_raw,DM_gravity,DM_nirs
202206DVGN6_ciat_rep1_COL191_133,COL191,30.50352174,NA,32.6415939
202206DVGN6_ciat_rep1_COL2007_20,COL2007,32.79817073,33.38727931,34.733429
202206DVGN6_ciat_rep1_COL2011_74,COL2011,44.60514219,38.96633987,42.456562
202206DVGN6_ciat_rep1_COL2019_63,COL2019,32.96484407,34.60385501,35.0861015
202206DVGN6_ciat_rep1_COL2054_91,COL2054,40.87858797,41.0607438,41.207386
202206DVGN6_ciat_rep1_COL2059_105,COL2059,42.19768668,37.67965091,43.8137321
202206DVGN6_ciat_rep1_COL2131_159,COL2131,41.909638,39.69031852,43.1223488
202206DVGN6_ciat_rep1_COL2144_62,COL2144,NA,23.74619048,NA
202206DVGN6_ciat_rep1_COL2182_79,COL2182,41.25357154,36.24226287,42.7235031
202206DVGN6_ciat_rep1_COL2215_155,COL2215_is_Venezolana,44.55602661,41.23365944,43.0458832
202206DVGN6_ciat_rep1_COL22_168,COL22,41.26938007,38.1201373,39.1017113
202206DVGN6_ciat_rep1_COL223_171,COL223,46.52834962,46.03201285,44.6288414
202206DVGN6_ciat_rep1_COL2253_2,COL2253,41.79506296,42.09820988,41.8200874
202206DVGN6_ciat_rep1_COL226B_120,COL226B,38.44717184,27.93296296,39.1390343
202206DVGN6_ciat_rep1_COL2318_76,COL2318,36.31399008,33.70100956,35.1477852
202206DVGN6_ciat_rep1_COL2331_38,COL2331,34.51439417,32.37634409,36.69944
202206DVGN6_ciat_rep1_COL2353_104,COL2353,37.05590764,40.55769231,37.9841843
202206DVGN6_ciat_rep1_COL2361_118,COL2361,35.31997716,31.41011299,35.5845833
202206DVGN6_ciat_rep1_COL2387_138,COL2387,35.14147008,36.0960733,35.5905647
202206DVGN6_ciat_rep1_COL2436_88,COL2436,32.02851604,36.00559232,32.8474426
202206DVGN6_ciat_rep1_COL2493_101,COL2493,NA,32.25734266,NA
202206DVGN6_ciat_rep1_COL2510_78,COL2510,35.86241106,36.72640684,37.9209557
202206DVGN6_ciat_rep1_COL2526_175,COL2526,36.37326969,36.97297376,35.6210709
202206DVGN6_ciat_rep1_COL2627_179,COL2627,40.92107571,34.27670552,39.9885941
202206DVGN6_ciat_rep1_COL282_59,COL282,36.675209,37.5702454,38.0477104
202206DVGN6_ciat_rep1_COL32_115,COL32,44.83338529,39.03287068,43.2263451
202206DVGN6_ciat_rep1_COL40_17,COL40,40.72398177,32.56788205,39.5010147
202206DVGN6_ciat_rep1_COL508_180,COL508,46.6654443,40.8549376,43.7758904
202206DVGN6_ciat_rep1_COL589_67,COL589,31.41528137,26.88289201,32.7059975
202206DVGN6_ciat_rep1_COL608_77,COL608,39.07178739,35.51,39.4510498
202206DVGN6_ciat_rep1_COL621_151,COL621,35.73310085,38.88011228,36.3546562
202206DVGN6_ciat_rep1_COL87_109,COL87,36.04693223,38.12292308,38.5184174
202206DVGN6_ciat_rep1_COL941_100,COL941,28.96953056,27.58684211,31.3779278
202206DVGN6_ciat_rep1_COL948C_10,COL948C,42.60569819,40.98832667,42.5464516
202206DVGN6_ciat_rep1_CR22_1,CR22,36.73850109,34.54234426,37.8765297
202206DVGN6_ciat_rep1_CR28_68,CR28,NA,NA,NA
202206DVGN6_ciat_rep1_CR63_19,CR63,37.87387519,35.85973154,38.277607
202206DVGN6_ciat_rep1_CR77_36,CR77,33.23842142,30.71427901,34.1846199
202206DVGN6_ciat_rep1_CUB29_89,CUB29,42.1037589,36.91363636,40.8290596
202206DVGN6_ciat_rep1_CUB39_97,CUB39,NA,NA,NA
202206DVGN6_ciat_rep1_CUB42_181,CUB42,40.12013202,38.94348066,41.6923637
202206DVGN6_ciat_rep1_CUB56_147,CUB56,40.82098881,37.11226415,39.357666
202206DVGN6_ciat_rep1_CUB65_34,CUB65,46.72404957,41.82053942,45.0533104
202206DVGN6_ciat_rep1_DOM2_11,DOM2,42.70699504,43.16911672,43.4109192
202206DVGN6_ciat_rep1_DOM3_30,DOM3,43.9778118,42.48824627,43.6855659
202206DVGN6_ciat_rep1_ECU104_144,ECU104,29.11743724,27.08282443,32.4275818
202206DVGN6_ciat_rep1_ECU122_174,ECU122,40.50978391,37.1550645,40.5308342
202206DVGN6_ciat_rep1_ECU31_35,ECU31,38.61474241,35.09699588,39.84972
202206DVGN6_ciat_rep1_ECU3_8,ECU3,42.56534977,39.7865225,42.7233276
202206DVGN6_ciat_rep1_ECU43_167,ECU43,38.07048696,34.39052731,36.3661804
202206DVGN6_ciat_rep1_ECU71_186,ECU71,41.66901366,38.86200768,42.1387558
202206DVGN6_ciat_rep1_ECU72_82,ECU72,31.73142735,30.94291291,32.5660362
202206DVGN6_ciat_rep1_GUA1_185,GUA1,33.05219264,31.96606447,34.1344223
202206DVGN6_ciat_rep1_GUA32_119,GUA32,NA,NA,NA
202206DVGN6_ciat_rep1_GUA58_113,GUA58,41.73438792,39.53252632,41.5077171
202206DVGN6_ciat_rep1_MEX1_15,MEX1,40.23112764,28.47589792,38.7485924
202206DVGN6_ciat_rep1_MEX23_29,MEX23,38.59533545,36.48150562,38.5956039
202206DVGN6_ciat_rep1_MEX59_183,MEX59,NA,39.87576717,NA
202206DVGN6_ciat_rep1_MEX65_134,MEX65,NA,34.54551522,NA
202206DVGN6_ciat_rep1_MEX80_153,MEX80,34.36041734,35.39085338,36.2911148
202206DVGN6_ciat_rep1_MEX95_143,MEX95,35.73181305,36.56038144,37.2324791
202206DVGN6_ciat_rep1_PAN12B_87,PAN12B,43.69475255,44.80213946,43.7670975
202206DVGN6_ciat_rep1_PAN7_25,PAN7,NA,34.31841478,NA
202206DVGN6_ciat_rep1_PAR100_3,PAR100,40.89586791,32.34567456,41.0103607
202206DVGN6_ciat_rep1_PAR110_111,PAR110,35.46632512,29.78726542,36.5134315
202206DVGN6_ciat_rep1_PAR114_9,PAR114,40.42724054,37.41103391,40.4122925
202206DVGN6_ciat_rep1_PAR128_94,PAR128,NA,22.80416667,NA
202206DVGN6_ciat_rep1_PAR23_146,PAR23,45.65965992,37.89357755,43.8926048
202206DVGN6_ciat_rep1_PAR36_129,PAR36,42.91724134,32.82292818,35.9340515
202206DVGN6_ciat_rep1_PAR41_177,PAR41,41.723145,36.52263752,39.700901
202206DVGN6_ciat_rep1_PAR81_71,PAR81,45.60957567,36.7644438,42.8707619
202206DVGN6_ciat_rep1_PAR88_162,PAR88,38.57474925,31.23856589,37.2775421
202206DVGN6_ciat_rep1_PAR9_51,PAR9,37.80323508,37.3914962,38.5241623
202206DVGN6_ciat_rep1_PER222_65,PER222,41.5960542,39.55983607,42.1700325
202206DVGN6_ciat_rep1_PER226_21,PER226,40.7076542,38.54888668,41.0506516
202206DVGN6_ciat_rep1_PER234_54,PER234,41.17130611,33.72316579,41.1184807
202206DVGN6_ciat_rep1_PER259_125,PER259,38.80382919,34.81088632,39.2560234
202206DVGN6_ciat_rep1_PER297_18,PER297,38.021156,28.60824885,38.195549
202206DVGN6_ciat_rep1_PER328_165,PER328,39.25591747,28.59334499,39.0883484
202206DVGN6_ciat_rep1_PER342_41,PER342,38.52870736,38.29159922,38.6142387
202206DVGN6_ciat_rep1_PER349_122,PER349,42.06558939,49.39354839,43.3546295
202206DVGN6_ciat_rep1_PER405_184,PER405,39.77547152,31.83223176,39.5979614
202206DVGN6_ciat_rep1_PER415_112,PER415,37.60766257,37.98889908,38.3092117
202206DVGN6_ciat_rep1_PER418_187,PER418,44.04233904,32.8273,42.0001183
202206DVGN6_ciat_rep1_PER457_12,PER457,40.01491937,35.61924528,41.2236061
202206DVGN6_ciat_rep1_PER476_28,PER476,35.71553069,32.47387352,35.4491615
202206DVGN6_ciat_rep1_PER481_157,PER481,34.4931673,35.05047619,34.6890869
202206DVGN6_ciat_rep1_PER484_43,PER484,33.64806319,31.41401747,36.2477417
202206DVGN6_ciat_rep1_PER520_52,PER520,42.7592867,39.47316258,42.3668404
202206DVGN6_ciat_rep1_PER534_33,PER534,43.81578407,42.37222222,42.8622055
202206DVGN6_ciat_rep1_PER556_106,PER556,39.32591859,33.39660633,40.2832184
202206DVGN6_ciat_rep1_PER584_124,PER584,39.68690064,36.60514486,41.0795135
202206DVGN6_ciat_rep1_PER589_61,PER589,36.52469529,31.45297381,36.7740479
202206DVGN6_ciat_rep1_PER593_66,PER593,41.29680129,35.53135124,41.2848244
202206DVGN6_ciat_rep1_PTR1_161,PTR1,37.34467536,NA,36.0574188
202206DVGN6_ciat_rep1_PTR5_108,PTR5,36.35721825,34.26311301,36.7721825
202206DVGN6_ciat_rep1_SM1127-8_110,SM1127-8_is_Cubana,NA,37.11226415,NA
202206DVGN6_ciat_rep1_SM1127-8_127,SM1127-8_is_Cubana,39.48695982,37.73232899,40.7168274
202206DVGN6_ciat_rep1_SM1127-8_27,SM1127-8_is_Cubana,42.39060154,34.8447099,42.821022
202206DVGN6_ciat_rep1_SM1127-8_47,SM1127-8_is_Cubana,NA,39.20404003,NA
202206DVGN6_ciat_rep1_SM2775-4_46,SM2775-4_is_Bellotti,46.1402139,43.89516971,45.3400612
202206DVGN6_ciat_rep1_SM2828-28_49,SM2828-28,43.15453034,40.50717842,42.3570557
202206DVGN6_ciat_rep1_SMB2446-2_84,SMB2446-2_is_Caiseli,45.82636763,42.87933426,44.9592781
202206DVGN6_ciat_rep1_TAI8_57,TAI8_is_TAI,40.38098016,39.76497674,41.4260445
202206DVGN6_ciat_rep1_USA2_114,USA2,32.93795433,32.13057769,34.0064468
202206DVGN6_ciat_rep1_USA5_131,USA5,40.35379182,35.2012,41.0401306
202206DVGN6_ciat_rep1_VEN128_142,VEN128,39.90406571,33.47817746,39.8943138
202206DVGN6_ciat_rep1_VEN149_83,VEN149,42.72000526,39.9374818,41.7064896
202206DVGN6_ciat_rep1_VEN151_73,VEN151,41.76826571,38.60592133,39.8394318
202206DVGN6_ciat_rep1_VEN180_102,VEN180,45.28939043,40.65076453,44.1471977
202206DVGN6_ciat_rep1_VEN192_4,VEN192,40.88272028,39.49257939,40.2158852
202206DVGN6_ciat_rep1_VEN208_44,VEN208,38.14879205,38.88400868,39.3803368
202206DVGN6_ciat_rep1_VEN25_26,VEN25,40.07805211,41.27526909,39.1521873
202206DVGN6_ciat_rep1_VEN312_116,VEN312,39.17917798,40.0602321,39.2739182
202206DVGN6_ciat_rep2_ARG55_233,ARG55,45.35521744,36.18623504,45.3249817
202206DVGN6_ciat_rep2_ARG62_272,ARG62,45.09011348,40.00932086,43.4993629
202206DVGN6_ciat_rep2_ARG65_196,ARG65,38.87425128,40.79407767,39.8016167
202206DVGN6_ciat_rep2_ARG67_351,ARG67,42.64147687,37.60531476,41.1369133
202206DVGN6_ciat_rep2_ARG74_353,ARG74,45.09592747,38.38462572,43.2192955
202206DVGN6_ciat_rep2_ARG97_290,ARG97,41.2927605,40.98250249,42.3558998
202206DVGN6_ciat_rep2_BOL1_284,BOL1,38.54216845,33.62016848,38.969471
202206DVGN6_ciat_rep2_BRA1001_274,BRA1001,41.56585036,36.95332668,40.1882172
202206DVGN6_ciat_rep2_BRA1022_230,BRA1022,NA,34.57251721,NA
202206DVGN6_ciat_rep2_BRA1081_199,BRA1081,39.40096419,38.32561943,39.6043358
202206DVGN6_ciat_rep2_BRA108_295,BRA108,41.0974421,28.68692946,40.5282364
202206DVGN6_ciat_rep2_BRA1132_296,BRA1132,40.77984477,32.26717331,41.1673012
202206DVGN6_ciat_rep2_BRA1139_297,BRA1139,36.05882973,34.58399615,36.8117027
202206DVGN6_ciat_rep2_BRA1143_352,BRA1143,35.70367334,NA,36.4748154
202206DVGN6_ciat_rep2_BRA1177_235,BRA1177,42.53636844,32.35897959,40.9485741
202206DVGN6_ciat_rep2_BRA1243_361,BRA1243,41.31673761,36.38856691,42.3316803
202206DVGN6_ciat_rep2_BRA130_365,BRA130,NA,NA,NA
202206DVGN6_ciat_rep2_BRA1310_373,BRA1310,36.17596915,32.87151899,37.8277016
202206DVGN6_ciat_rep2_BRA1320_269,BRA1320,40.91787899,39.05225175,40.8803406
202206DVGN6_ciat_rep2_BRA134_328,BRA134,42.1095625,33.53518245,40.7040253
202206DVGN6_ciat_rep2_BRA136_321,BRA136,35.8375393,27.72757412,37.9415703
202206DVGN6_ciat_rep2_BRA1410_201,BRA1410,40.77783552,40.94440915,39.7197227
202206DVGN6_ciat_rep2_BRA1412_333,BRA1412,42.14242196,37.03669559,41.0987167
202206DVGN6_ciat_rep2_BRA144_305,BRA144,41.4787993,28.33168184,40.1624107
202206DVGN6_ciat_rep2_BRA147_318,BRA147,42.57015939,38.31538757,41.8952332
202206DVGN6_ciat_rep2_BRA162_261,BRA162,NA,25.65349794,NA
202206DVGN6_ciat_rep2_BRA163_339,BRA163,42.28919315,37.38310658,41.5126686
202206DVGN6_ciat_rep2_BRA172_325,BRA172,NA,33.37072289,NA
202206DVGN6_ciat_rep2_BRA190_253,BRA190,40.63762461,34.84142084,40.9033127
202206DVGN6_ciat_rep2_BRA1A_362,BRA1A,NA,36.11691824,NA
202206DVGN6_ciat_rep2_BRA222_242,BRA222,40.44216546,44.26518182,38.3000793
202206DVGN6_ciat_rep2_BRA223_265,BRA223,40.85167108,36.8526087,42.0298538
202206DVGN6_ciat_rep2_BRA253_303,BRA253,34.89359932,30.83907563,33.7688026
202206DVGN6_ciat_rep2_BRA254_288,BRA254,28.97746449,26.17270382,32.3834419
202206DVGN6_ciat_rep2_BRA327_372,BRA327,40.1681779,31.32861525,40.1912651
202206DVGN6_ciat_rep2_BRA334_197,BRA334,47.36049007,37.11226415,44.7452927
202206DVGN6_ciat_rep2_BRA335_354,BRA335,40.1486118,35.12007162,39.0777168
202206DVGN6_ciat_rep2_BRA354_258,BRA354,24.27497237,26.79508972,26.8395538
202206DVGN6_ciat_rep2_BRA467_189,BRA467,41.48495892,40.33749354,41.1184425
202206DVGN6_ciat_rep2_BRA486_232,BRA486,NA,33.60677695,NA
202206DVGN6_ciat_rep2_BRA512_195,BRA512,41.90572663,36.58795987,41.311882
202206DVGN6_ciat_rep2_BRA538_241,BRA538,41.5039001,38.57791248,40.2391205
202206DVGN6_ciat_rep2_BRA563_218,BRA563,39.99394101,37.6242354,40.5813446
202206DVGN6_ciat_rep2_BRA707_363,BRA707,27.67264138,30.49541593,30.0407524
202206DVGN6_ciat_rep2_BRA71_329,BRA71,42.10038671,29.50915966,42.1974335
202206DVGN6_ciat_rep2_BRA787_279,BRA787,NA,NA,NA
202206DVGN6_ciat_rep2_BRA803_320,BRA803,37.05029973,34.57946429,38.5743523
202206DVGN6_ciat_rep2_BRA872_327,BRA872,34.84364546,30.28257252,35.6507301
202206DVGN6_ciat_rep2_BRA890_214,BRA890,41.58166361,34.60505433,41.2904816
202206DVGN6_ciat_rep2_BRA894_259,BRA894,38.94218228,36.5450838,38.4772224
202206DVGN6_ciat_rep2_BRA899_190,BRA899,41.51845263,38.15658804,42.0454216
202206DVGN6_ciat_rep2_BRA93_364,BRA93,35.42172212,32.85910165,37.2104607
202206DVGN6_ciat_rep2_BRA974_309,BRA974,42.24777302,27.91054812,41.3997803
202206DVGN6_ciat_rep2_BRA997_240,BRA997,40.54718834,37.26807678,40.6862869
202206DVGN6_ciat_rep2_CG1141-1_301,CG1141-1_is_Costena,44.40262418,26.76066667,42.3413086
202206DVGN6_ciat_rep2_CM4919-1_370,CM4919-1_is_Veronica,36.79842927,33.48288448,36.0677414
202206DVGN6_ciat_rep2_COL1030_226,COL1030,36.18272316,32.73514056,36.4736214
202206DVGN6_ciat_rep2_COL113_213,COL113,37.58077507,36.62131896,37.8046875
202206DVGN6_ciat_rep2_COL1185_358,COL1185,34.88321339,22.05854937,37.0000763
202206DVGN6_ciat_rep2_COL1292_282,COL1292,41.74313074,37.97410866,40.6627464
202206DVGN6_ciat_rep2_COL1326_252,COL1326,37.22129245,26.72604594,38.6414375
202206DVGN6_ciat_rep2_COL1357_246,COL1357,44.10512093,38.13628258,42.5776176
202206DVGN6_ciat_rep2_COL1389_345,COL1389,39.3974821,27.36255034,37.7058296
202206DVGN6_ciat_rep2_COL1398_346,COL1398,39.57633849,37.38095381,40.6046715
202206DVGN6_ciat_rep2_COL1489_367,COL1489,36.22848099,31.66507813,39.1060791
202206DVGN6_ciat_rep2_COL1490_204,COL1490,36.90020755,33.99472285,36.5558395
202206DVGN6_ciat_rep2_COL1516_315,COL1516,38.0249377,34.98852752,38.82407
202206DVGN6_ciat_rep2_COL1517_330,COL1517,NA,NA,NA
202206DVGN6_ciat_rep2_COL1535_280,COL1535,44.51940355,39.4296139,44.8160477
202206DVGN6_ciat_rep2_COL1722_336,COL1722,44.93406895,40.53261228,44.4530678
202206DVGN6_ciat_rep2_COL1734_254,COL1734,39.98519881,37.70367825,37.2752495
202206DVGN6_ciat_rep2_COL1752_294,COL1752,NA,NA,NA
202206DVGN6_ciat_rep2_COL1786_340,COL1786,39.48113985,31.1272481,40.084137
202206DVGN6_ciat_rep2_COL191_307,COL191,NA,27.85614919,NA
202206DVGN6_ciat_rep2_COL2007_281,COL2007,37.73598252,32.32294282,38.3202438
202206DVGN6_ciat_rep2_COL2011_260,COL2011,46.86402653,40.19591382,45.840416
202206DVGN6_ciat_rep2_COL2019_219,COL2019,36.50139111,30.78098118,37.2590561
202206DVGN6_ciat_rep2_COL2054_211,COL2054,40.71194256,32.44179487,39.8902168
202206DVGN6_ciat_rep2_COL2059_334,COL2059,40.24762668,35.62840491,40.8276939
202206DVGN6_ciat_rep2_COL2131_278,COL2131,40.80627968,44.47071429,41.7186394
202206DVGN6_ciat_rep2_COL2144_322,COL2144,42.43841101,33.26319235,42.379261
202206DVGN6_ciat_rep2_COL2182_243,COL2182,41.61280324,36.17072072,42.7969818
202206DVGN6_ciat_rep2_COL2215_277,COL2215_is_Venezolana,45.46811664,40.57985075,44.4429817
202206DVGN6_ciat_rep2_COL22_268,COL22,44.20463742,36.81879607,41.8233185
202206DVGN6_ciat_rep2_COL223_337,COL223,47.55276772,44.57735849,46.2034874
202206DVGN6_ciat_rep2_COL2253_356,COL2253,42.78786019,33.50222268,40.7539101
202206DVGN6_ciat_rep2_COL226B_300,COL226B,NA,27.71833419,NA
202206DVGN6_ciat_rep2_COL2318_237,COL2318,35.99852654,31.18349448,36.4722404
202206DVGN6_ciat_rep2_COL2331_276,COL2331,34.94517645,NA,36.2140999
202206DVGN6_ciat_rep2_COL2353_338,COL2353,NA,23.40363636,NA
202206DVGN6_ciat_rep2_COL2361_285,COL2361,32.73502246,24.00893396,32.6940384
202206DVGN6_ciat_rep2_COL2387_208,COL2387,38.36648463,34.36676159,38.6903877
202206DVGN6_ciat_rep2_COL2436_221,COL2436,32.60020415,31.03741874,33.7824287
202206DVGN6_ciat_rep2_COL2493_347,COL2493,31.73353625,32.58172414,32.2659721
202206DVGN6_ciat_rep2_COL2510_343,COL2510,41.38458033,37.45094518,41.1220894
202206DVGN6_ciat_rep2_COL2526_299,COL2526,NA,20.15554017,NA
202206DVGN6_ciat_rep2_COL2627_271,COL2627,40.59537112,32.35897959,39.3044014
202206DVGN6_ciat_rep2_COL282_212,COL282,35.18584513,28.21208113,37.0641708
202206DVGN6_ciat_rep2_COL32_312,COL32,41.3270636,40.74063976,43.2678185
202206DVGN6_ciat_rep2_COL40_223,COL40,41.52788227,35.4087541,41.3570938
202206DVGN6_ciat_rep2_COL508_291,COL508,46.8632186,35.87988615,42.0990181
202206DVGN6_ciat_rep2_COL589_266,COL589,28.74515076,27.12448276,31.6657391
202206DVGN6_ciat_rep2_COL608_228,COL608,38.52653872,33.97278567,38.7859154
202206DVGN6_ciat_rep2_COL621_366,COL621,38.61455111,36.7154485,39.5889969
202206DVGN6_ciat_rep2_COL87_238,COL87,32.7865235,32.47971963,34.9285545
202206DVGN6_ciat_rep2_COL941_344,COL941,32.52686959,27.06537906,33.9435692
202206DVGN6_ciat_rep2_COL948C_350,COL948C,42.04722439,37.64505272,41.987133
202206DVGN6_ciat_rep2_CR22_193,CR22,36.52321309,35.04483533,36.4123497
202206DVGN6_ciat_rep2_CR28_355,CR28,NA,32.21382022,NA
202206DVGN6_ciat_rep2_CR63_316,CR63,38.81513001,35.41233468,38.7802849
202206DVGN6_ciat_rep2_CR77_286,CR77,32.63539185,32.3183106,33.475399
202206DVGN6_ciat_rep2_CUB29_256,CUB29,44.48967746,40.53608449,43.694912
202206DVGN6_ciat_rep2_CUB39_210,CUB39,NA,NA,NA
202206DVGN6_ciat_rep2_CUB42_225,CUB42,39.11618238,37.56342235,38.6805077
202206DVGN6_ciat_rep2_CUB56_349,CUB56,NA,NA,NA
202206DVGN6_ciat_rep2_CUB65_275,CUB65,39.19619881,39.45025991,42.1829567
202206DVGN6_ciat_rep2_DOM2_249,DOM2,42.49533289,38.33655187,42.9085617
202206DVGN6_ciat_rep2_DOM3_215,DOM3,40.85121965,32.05640309,42.5849648
202206DVGN6_ciat_rep2_ECU104_323,ECU104,29.7029109,22.12012448,32.9131279
202206DVGN6_ciat_rep2_ECU122_273,ECU122,41.06437099,31.25333976,39.3844948
202206DVGN6_ciat_rep2_ECU31_239,ECU31,43.79003846,37.9272555,44.3782578
202206DVGN6_ciat_rep2_ECU3_250,ECU3,41.05838317,38.57282609,42.8715897
202206DVGN6_ciat_rep2_ECU43_304,ECU43,40.15597531,32.90324675,40.4946442
202206DVGN6_ciat_rep2_ECU71_236,ECU71,44.09835793,39.4307958,44.3439941
202206DVGN6_ciat_rep2_ECU72_331,ECU72,33.40629704,26.55340008,35.0638123
202206DVGN6_ciat_rep2_GUA1_324,GUA1,NA,32.35060501,NA
202206DVGN6_ciat_rep2_GUA32_207,GUA32,40.64662896,35.61924528,41.4593544
202206DVGN6_ciat_rep2_GUA58_306,GUA58,40.68811194,30.63701657,40.8573914
202206DVGN6_ciat_rep2_MEX1_188,MEX1,33.9149908,25.67678804,35.5116501
202206DVGN6_ciat_rep2_MEX23_368,MEX23,35.70593899,30.11803685,36.8127518
202206DVGN6_ciat_rep2_MEX59_234,MEX59,40.35419751,35.20561759,41.6018753
202206DVGN6_ciat_rep2_MEX65_251,MEX65,41.30161577,34.47076923,40.8774872
202206DVGN6_ciat_rep2_MEX80_360,MEX80,39.32090771,36.40751748,38.5082893
202206DVGN6_ciat_rep2_MEX95_293,MEX95,40.27658916,36.65087163,39.005764
202206DVGN6_ciat_rep2_PAN12B_302,PAN12B,NA,37.98889908,NA
202206DVGN6_ciat_rep2_PAN7_257,PAN7,NA,27.79,NA
202206DVGN6_ciat_rep2_PAR100_224,PAR100,NA,NA,NA
202206DVGN6_ciat_rep2_PAR110_313,PAR110,35.7042703,32.26536232,36.0520859
202206DVGN6_ciat_rep2_PAR114_342,PAR114,39.85348115,33.94258635,40.7030029
202206DVGN6_ciat_rep2_PAR128_371,PAR128,NA,17.87589474,NA
202206DVGN6_ciat_rep2_PAR23_308,PAR23,39.66998278,39.05258769,38.1908112
202206DVGN6_ciat_rep2_PAR36_292,PAR36,41.25200909,35.68815385,41.0006828
202206DVGN6_ciat_rep2_PAR41_227,PAR41,42.27234224,33.73596608,40.5241966
202206DVGN6_ciat_rep2_PAR81_247,PAR81,42.56464282,33.56666667,41.5162849
202206DVGN6_ciat_rep2_PAR88_198,PAR88,41.17656551,29.73485217,39.6510201
202206DVGN6_ciat_rep2_PAR9_244,PAR9,41.32921613,29.98416396,39.9717903
202206DVGN6_ciat_rep2_PER222_270,PER222,42.47117878,35.49378151,42.117836
202206DVGN6_ciat_rep2_PER226_332,PER226,39.89205937,31.35988924,40.9842834
202206DVGN6_ciat_rep2_PER234_231,PER234,33.55509665,31.7152027,36.0977745
202206DVGN6_ciat_rep2_PER259_298,PER259,34.57724089,27.57674033,35.4324226
202206DVGN6_ciat_rep2_PER297_206,PER297,35.25626981,18.62476526,36.5057335
202206DVGN6_ciat_rep2_PER328_314,PER328,38.29419104,26.45105342,36.8513107
202206DVGN6_ciat_rep2_PER342_374,PER342,NA,30.03408844,NA
202206DVGN6_ciat_rep2_PER349_216,PER349,43.52841175,33.37845556,43.4033699
202206DVGN6_ciat_rep2_PER405_263,PER405,40.61024086,51.20980769,40.4741669
202206DVGN6_ciat_rep2_PER415_191,PER415,38.5667597,29.73203154,38.6971626
202206DVGN6_ciat_rep2_PER418_200,PER418,NA,27.36935897,NA
202206DVGN6_ciat_rep2_PER457_264,PER457,40.59086875,31.9955243,40.711483
202206DVGN6_ciat_rep2_PER476_317,PER476,35.32911876,27.44988606,34.4622879
202206DVGN6_ciat_rep2_PER481_335,PER481,NA,31.14018868,NA
202206DVGN6_ciat_rep2_PER484_319,PER484,30.71438206,26.78252201,33.2190781
202206DVGN6_ciat_rep2_PER520_205,PER520,41.78565833,37.27996366,41.9079437
202206DVGN6_ciat_rep2_PER534_369,PER534,42.40679493,40.04433735,41.3836479
202206DVGN6_ciat_rep2_PER556_192,PER556,39.70278597,26.25066465,40.7297859
202206DVGN6_ciat_rep2_PER584_202,PER584,42.34269257,34.94281633,42.0059204
202206DVGN6_ciat_rep2_PER589_310,PER589,35.77690455,30.60982981,35.9225273
202206DVGN6_ciat_rep2_PER593_194,PER593,45.18841591,33.06890473,44.693367
202206DVGN6_ciat_rep2_PTR1_357,PTR1,NA,NA,NA
202206DVGN6_ciat_rep2_PTR5_217,PTR5,37.48945729,32.60346614,38.5972099
202206DVGN6_ciat_rep2_SM1127-8_209,SM1127-8_is_Cubana,40.45048207,38.21173434,42.6757736
202206DVGN6_ciat_rep2_SM1127-8_255,SM1127-8_is_Cubana,45.43725856,36.69471137,44.3667564
202206DVGN6_ciat_rep2_SM1127-8_311,SM1127-8_is_Cubana,42.82591264,38.63864402,43.9977379
202206DVGN6_ciat_rep2_SM1127-8_341,SM1127-8_is_Cubana,NA,36.94275109,NA
202206DVGN6_ciat_rep2_SM2775-4_348,SM2775-4_is_Bellotti,46.13044037,40.95847737,45.8905182
202206DVGN6_ciat_rep2_SM2828-28_287,SM2828-28,44.46098625,40.50196826,43.3542213
202206DVGN6_ciat_rep2_SMB2446-2_248,SMB2446-2_is_Caiseli,43.69130373,43.02384899,44.3745766
202206DVGN6_ciat_rep2_TAI8_203,TAI8_is_TAI,40.16799594,35.04511617,40.8462715
202206DVGN6_ciat_rep2_USA2_289,USA2,38.19692847,36.81448753,38.6075897
202206DVGN6_ciat_rep2_USA5_220,USA5,43.41141053,31.54183347,43.9429512
202206DVGN6_ciat_rep2_VEN128_222,VEN128,39.6460915,21.72154229,39.8989029
202206DVGN6_ciat_rep2_VEN149_359,VEN149,41.57189754,37.59312647,42.6991882
202206DVGN6_ciat_rep2_VEN151_262,VEN151,45.77526527,39.13230703,44.0340309
202206DVGN6_ciat_rep2_VEN180_326,VEN180,45.39209978,37.24914866,44.3056908
202206DVGN6_ciat_rep2_VEN192_283,VEN192,41.89231742,37.226928,41.49123
202206DVGN6_ciat_rep2_VEN208_267,VEN208,42.22477935,36.97714932,42.5229912
202206DVGN6_ciat_rep2_VEN25_229,VEN25,40.63902124,38.28555992,40.3275719
202206DVGN6_ciat_rep2_VEN312_245,VEN312,41.80657837,37.1932689,42.0439644
202232DVGN6_momi_rep1_ARG55_123,ARG55,NA,29.70503876,NA
202232DVGN6_momi_rep1_ARG62_39,ARG62,NA,33.77309373,NA
202232DVGN6_momi_rep1_ARG65_27,ARG65,NA,35.10671642,NA
202232DVGN6_momi_rep1_ARG67_45,ARG67,NA,33.38712773,NA
202232DVGN6_momi_rep1_ARG74_141,ARG74,NA,31.3236604,NA
202232DVGN6_momi_rep1_ARG97_46,ARG97,NA,29.4459711,NA
202232DVGN6_momi_rep1_BOL1_62,BOL1,NA,27.38908442,NA
202232DVGN6_momi_rep1_BRA1001_153,BRA1001,NA,32.12985858,NA
202232DVGN6_momi_rep1_BRA1022_165,BRA1022,NA,29.93196532,NA
