Finca,Descripcion,K_USLE,pH,C_Oxid,MO,P.BrayII,Ca,Mg,K,CIC,Fe,Mn,Cu,Zn,B,S,CE,N_Total,D_APAREN,D_REAL,POROSIDAD,Macroporos,Mesoporos,Microporos,Hum_campo,Hum_grav_Sat,Hum_vol_Sat,C.C,PMP,CHS,Infiltracion,LAA,X_.6.3.mm,X_6.4mm,X_4.2mm,X_2.1mm,X_1.0.5mm,X_0.5.0.25mm,X_0.25.0.125mm,X_.0.125mm,Est_agre_sin_arenas,Arcilla,Limo,Arena,Ind_plast,MO.75um,MO.53um,MO.53um.1
Finca7,GUI005,0.104241911,5.07,4.931,11.455,3.46,0.71,0.95,0.29,30.19,1.468,6.673,0.066,0.922,0.95,60.19,0.903,5033.2,0.674651016,2.144133071,68.53502123,24.60775367,5.046156027,38.88111153,66.01537269,104.4858545,70.49148789,43.92726756,38.88111153,2.134699713,3.392872431,3.404394289,9.889001009,18.74873865,27.71050566,18.70276937,12.58324924,5.715887431,3.437605113,3.212243525,3.35,33.32,59.66,7.02,23.87,53.77,52.02,52.44
Finca7,GUI006,0.118340224,5.59,5.139,11.94,4.29,5.6,1.01,0.54,32.88,0.803,4.114,0.086,3.649,0.726,77.55,0.695,4809,0.644787636,2.123423266,69.63452147,26.00538368,5.271309741,38.35782806,67.57798226,106.9926585,68.98754334,43.6291378,38.35782806,1.56842119,2.511359781,3.398875345,6.403133031,14.10720842,24.07783625,19.73320279,17.01505324,8.751682781,5.35797332,4.55391017,3.35,36.64,56.51,6.85,24.69,53.68,50.78,51.32
Finca7,GUI007,0.376783173,5.24,3.821,8.878,1,1.32,0.34,0.55,35.5,0.624,4.198,0.127,0.351,0.26,92.26,0.517,3219.1,0.640269047,2.108649497,69.63606099,17.43623235,5.722847856,46.47698079,80.67463106,108.3893853,69.39836842,52.19982865,46.47698079,0.882561673,1.414225331,3.664162343,2.883331447,8.92723775,22.92859568,17.23775037,16.4173362,12.45332126,9.815548263,9.336879031,3.32,58.73,33.65,7.62,16.08,53.65,52.95,54.15
Finca7,GUI008,0.055165556,4.78,4.669,10.847,21,4.6,0.26,0.16,27.22,3.208,19.5,0.148,2.949,1.198,107.6,0.447,3984.4,0.7521104,2.408916699,68.77806525,27.8622965,4.120028599,36.79574015,49.84359086,87.90193511,66.11195959,40.91576875,36.79574015,30.36878291,48.19781398,3.098716358,9.35960068,19.26614274,25.98661852,21.51869159,13.79566695,4.825828377,2.660365336,2.587085811,3.26,38.66,55.58,5.77,12.68,52.87,51.74,52.82
Finca7,GUI009,0.112781704,5.41,4.275,9.931,0.54,1.64,0.1,0.11,29.35,0.633,3.615,0.109,0.249,0.398,73.06,0.441,3422.2,0.666279945,2.435297319,72.64071456,36.2598954,5.561287366,30.8195318,56.92657078,105.9441135,70.5884381,36.38081916,30.8195318,42.556255,67.54035774,3.70537424,5.043336945,11.63705309,24.38569881,15.53629469,16.46262189,13.32286024,8.537378115,5.07475623,3.35,27.64,62.76,9.6,28.1,54.19,52.5,53.52
Finca7,GUI010,0.134958901,5.14,4.745,11.023,0.84,1.6,0.32,0.33,31.85,0.853,4.043,0.055,0.491,0.466,62.27,0.595,4266.4,0.58459749,2.098853338,72.14681565,29.21631068,5.57587409,37.35463088,72.78456364,118.5696583,69.31552461,42.93050497,37.35463088,4.032926247,6.405235805,3.259641995,4.425646552,12.98706897,27.51724138,17.47737069,16.03771552,10.50862069,6.570043103,4.476293103,3.23,22.82,69.34,7.83,24.2,53.68,52.8,53.74
Finca7,GUI011,0.134771976,5.16,4.986,11.584,1.97,1.21,0.3,0.24,30.9,0.639,5.347,0.076,0.896,0.677,71.8,0.581,4473.4,0.650660674,2.118821936,69.29139428,26.60314454,4.115185576,38.57306416,63.65430282,105.2510117,68.48269428,42.68824974,38.57306416,1.868530085,2.936261562,2.677589422,4.363484239,12.13008603,25.16415359,20.54784554,16.88826643,9.887411557,5.603957875,5.41479474,3.24,28.53,65.52,5.95,29.25,55.11,53.99,53.59
Finca7,GUI012,0.004348981,5.43,5.349,12.427,9.34,9.35,0.99,0.5,32.85,0.379,13.91,0.114,2.591,0.971,93.2,0.498,4793.2,0.727386604,2.142731707,66.0533047,25.27131815,4.576564216,36.20542234,55.43609532,93.05134172,67.68429943,40.78198656,36.20542234,19.75842678,31.70908814,3.328931502,2.84360948,11.69128354,27.28072842,21.4062825,15.50463267,8.878078443,5.805636012,6.589748924,3.31,35.15,59.21,5.64,29.19,54.29,52.96,53.35
Finca7,GUI013,0.230953018,5.46,3.913,9.09,4.99,4.29,1.45,0.66,36.97,1.224,3.638,0.045,2.328,0.604,110.7,0.515,3070.3,0.640653695,2.151692852,70.22559728,21.15593663,5.187774154,43.8818865,74.68070879,112.6546306,72.17260534,49.06966065,43.8818865,3.028870526,4.756363221,3.323566681,2.305506217,4.570159858,14.04262877,16.3374778,18.41385435,16.27708703,13.65008881,14.40319716,0.72,23.41,68.37,8.22,16.58,52.65,52.19,53.43
Finca7,GUI014,0.061691531,4.98,5.109,11.869,7.1,2.33,0.16,0.17,33.74,0.929,4.546,0.164,2.069,1.076,111.3,0.394,4816.1,0.671247887,2.090925524,67.89709248,31.92857639,5.531023572,30.43749252,55.18605747,100.4364892,67.41778122,35.96851609,30.43749252,11.2446745,17.82050754,3.712687887,1.361115166,4.028608962,12.04203766,14.13844694,16.02138374,15.33900161,16.11443585,20.95497008,0.74,10.46,88.42,1.11,15.61,53.19,52.36,54.1
Finca7,GUI015,0.070958946,4.81,4.875,11.326,4.72,1.65,0.08,0.06,32.27,1.656,2.58,0.152,4.549,0.779,149.9,0.559,5496.7,0.647029513,2.123671948,69.53251119,32.3365279,5.572614546,31.62336874,57.62162162,106.2964783,68.7769586,37.19598328,31.62336874,16.80033319,26.92101583,3.605646077,2.744367271,6.817625689,18.57435955,20.28911853,19.81290116,13.84983154,9.908332863,8.003463399,0.51,10.34,88.64,1.02,30.14,54.86,54.5,55.27
Finca7,GUI016,0.045049904,4.38,5.233,12.158,6.15,1.15,0.04,0.36,29.35,5.679,12.05,0.094,0.707,1.431,116.48,0.513,4005,0.678987485,2.098568129,67.64520172,29.53385369,4.616194126,33.4951539,44.74815353,97.76304637,66.37988499,38.11134803,33.4951539,6.957068592,11.09818085,3.13433804,2.772728506,11.187227,28.39333677,17.32005752,12.81912152,8.775333026,8.505385388,10.22681028,3.35,30.1,63.94,5.96,24.87,55.53,54.49,54.88
Finca7,GUI017,0.064504883,4.55,5.025,11.674,2.76,1.71,0.09,0.23,30.93,1.414,8.173,0.113,0.475,1.094,76.26,0.575,4784.2,0.657797141,2.158978854,69.53202483,27.61093093,4.963837378,36.95725652,57.02551338,109.2760838,71.88149553,41.9210939,36.95725652,8.803659748,13.95199878,3.265198037,3.919020169,9.512377865,20.36881298,18.43300356,17.24949923,12.91762871,9.567424578,8.032232909,3.33,32.2,61.64,6.16,14.48,52.72,52.21,53.54
Finca7,GUI018,0.180667855,4.5,4.647,10.797,2.29,0.52,1.73,0.45,30.94,3.372,3.817,0.175,0.318,0.984,106,0.408,3067.3,0.733407464,2.187952279,66.47973215,23.20024026,4.239799361,39.03969253,48.88047676,92.41995804,67.78148707,43.27949189,39.03969253,1.22502246,1.965963465,3.109500498,1.413664881,7.066686324,23.59329697,18.99520042,15.76326437,11.71883958,10.16429964,11.28474782,3.3,22.28,70.29,7.42,11.59,53.53,51.88,53.07
Finca8,VAL001,-0.063009613,5.15,6.129,14.24,1.43,4.71,2.65,0.79,34.07,2.341,5.864,0.071,0.555,0.322,44.96,1.07,4272,0.712230078,2.096195484,66.02272624,22.41476953,3.745718758,39.86223795,55.66613672,96.94435612,69.04668634,43.60795671,39.86223795,24.57454331,39.3192693,2.667813563,12.30116175,17.99821269,28.86952636,17.16264522,11.03217158,5.773011618,4.347631814,2.515638963,3.29,34.95,60.32,4.73,21.26,83,78.45,77.17
Finca8,VAL002,-0.112766666,5.33,6.586,15.3,1.56,3.22,0.47,0.87,32.21,0.578,4.409,0.073,0.845,0.954,57.06,0.61,3947,0.647539089,2.123069339,69.49986148,29.84799028,3.7457764,35.9060948,52.94505422,95.00972346,61.52250982,39.6518712,35.9060948,62.62544908,100.2007185,2.425536639,7.153434332,15.83779474,27.22405741,17.04977788,13.07893838,8.522610776,6.260394122,4.872992368,3.31,32.44,63.63,3.92,10.81,83.89,72.35,77.15
Finca8,VAL003,0.116088432,4.92,4.522,10.51,0.47,2.38,0.28,0.87,31.29,3.644,14.48,0.125,0.385,1.173,115.7,2.48,3115,0.643570328,2.216383598,70.96304409,28.38809956,6.492230827,36.0827137,62.65403776,96.27687467,61.96093982,42.57494452,36.0827137,7.597684962,12.04945349,4.178207124,8.166182712,10.10274738,17.30623185,19.01496538,16.65400938,12.03261112,9.262899263,7.460352915,3.33,29.94,66.12,3.94,7.48,50.59,51.72,51.56
Finca8,VAL004,-0.170495154,5.23,7.199,16.72,0.69,2.28,0.11,0.16,31.27,1.721,1.602,0.047,0.321,1.09,42.31,1.13,4726,0.641585276,2.07304379,69.05105051,28.30156778,2.727267359,38.02221537,54.24231071,96.77100719,62.08685332,40.74948273,38.02221537,15.21398862,24.41599787,1.74977458,7.011316658,16.51285478,29.32587241,17.2979218,11.2387077,6.940326554,6.230425523,5.442574574,3.35,32.32,65.65,2.03,7.05,88.04,83.12,82.26
Finca8,VAL005,-0.03699774,5.2,5.75,13.36,0.74,1.29,0.37,0.29,30.66,1.51,4.835,0.082,0.393,0.37,39.58,0.12,4466,0.657532909,2.115815799,68.92296061,31.41266579,3.041488795,34.46880603,49.34832609,94.8249425,62.3505203,37.51029482,34.46880603,6.584564356,10.52741726,1.999878976,8.996660836,14.5428526,22.90666243,15.90713945,14.07854985,9.756718079,8.328828113,5.482588647,3.39,16.11,81.09,2.79,3.4,79.63,85.89,82.64
Finca8,VAL006,0.083026144,4.86,4.956,11.51,0,1.67,0.11,0.05,29.96,0.676,0.523,0.043,0.144,0,30.52,0.59,3509,0.55424415,2.089357519,73.47298655,36.53392272,3.381106568,33.55795726,60.13243521,93.00909541,51.54974705,36.93906383,33.55795726,9.704846212,15.34719866,1.873958537,3.744790574,9.165592301,24.72940965,18.62501124,14.74230204,10.41885288,10.10403862,8.470002698,3.36,17.09,78.25,4.66,9.61,78.76,83.04,89.09
Finca8,VAL007,0.300933691,4.7,4.287,9.96,0,0.78,0.79,0.04,30,1.757,0.579,0.059,0.064,0,66.82,0.64,3130,0.711194496,2.116412922,66.39623162,16.26967851,6.354130604,43.77242252,65.30088469,86.88970078,61.79547698,50.12655312,43.77242252,0,0,4.519022714,10.91320991,11.87407234,17.70174205,16.85805796,17.34239513,11.09288337,9.085227717,5.13241153,3.3,20.02,76.44,3.54,1.9,52.84,53.11,51.57
Finca8,VAL008,-0.176334091,5.24,6.742,15.66,0.06,8.6,0.22,0.35,30.26,2.394,1.492,0.115,0.164,0.124,31.44,0.73,4011,0.588040933,2.052329749,71.34763881,30.54862051,4.269405466,36.52961283,61.36260237,98.07400667,57.67153034,40.7990183,36.52961283,49.50824463,79.27272035,2.510585172,7.468326983,19.09054301,27.76074095,16.404919,11.56026392,7.471424589,6.092990119,4.150791438,3.35,23.4,74.53,2.07,6.7,55.77,53.98,52.85
Finca8,VAL009,0.429981535,4.78,1.969,4.574,0,3.06,0.08,0.39,23.39,2.924,1.128,0.099,0.138,0,30.52,1.2,1880,0.477059875,2.121656111,77.51474084,43.0907634,8.729271137,25.6947063,72.06504789,96.82334596,46.19053332,34.42397744,25.6947063,19.80329785,31.70908814,4.164384998,9.391682818,12.61858615,22.59852426,18.61674997,15.51905879,10.6191982,5.862151042,4.774048761,3.33,21.83,73.89,4.28,12.31,30.14,27.39,29.38
Finca8,VAL010,0.120931969,5.02,4.68,10.87,0.38,3.11,0.74,0.18,28.72,0.811,1.777,0.029,0.13,0,55.1,0.67,3236,0.581107815,2.165742893,73.16819938,35.0395587,4.992857784,33.13578289,52.7202359,93.65646885,54.42450598,38.12864068,33.13578289,7.06246447,11.2250172,2.901388678,4.300515294,9.404122355,19.90461572,18.30117312,15.26422541,10.60190769,11.04867887,11.17476154,3.34,18.45,76.09,5.47,5.62,52.98,53.26,52.35
Finca8,VAL011,0.027436377,4.92,5.08,11.8,0.2,4.85,0.06,0.08,28.03,3.058,4.51,0.075,0.449,0,30.13,0.9,2839,0.717268491,2.210018306,67.54468099,33.81751953,6.102060513,27.62510095,41.21006981,96.41572728,69.15596324,33.72716146,27.62510095,25.32912424,40.58763282,4.376815738,4.250252562,10.57692308,20.73351133,16.53918314,14.25349978,10.72485207,11.70082263,11.2209554,3.34,32.11,65.11,2.78,6.33,53.05,50.23,52.5
Finca8,VAL012,0.110817192,4.89,3.931,9.131,2.06,11.88,1.38,0.69,24.46,14.23,7.727,0.124,1.164,0.07,37.06,2.31,3719,0.925181876,2.243635819,58.76416896,27.49843878,4.122929446,27.14280074,28.89664772,63.64622897,58.88433749,31.26573018,27.14280074,24.39256751,38.68508753,3.814459597,21.45186097,19.02799139,27.54229468,15.6444171,9.037219317,3.764995386,2.411565672,1.119655491,3.24,38.85,57.2,3.95,13.79,48.3,42.41,46.82
Finca8,VAL013,0.16668969,4.92,3.966,9.214,0.71,0.33,0.1,0.1,25.72,1.656,0.759,0.028,0.009,0,54.11,0.25,2575,0.563840536,2.197075085,74.33676528,37.4183848,4.990390076,31.9279904,67.9250205,96.42244913,54.3668854,36.91838048,31.9279904,12.76829735,20.29381641,2.813784216,11.50291195,13.92229015,21.98012343,14.94219569,12.45038102,10.09184945,8.182424014,6.927824298,3.35,23.26,70.91,5.83,18.11,47.73,49.7,50.38
Finca8,VAL014,0.053089179,4.64,5.133,11.93,1.11,2.86,0.79,0.1,23.31,4.766,3.001,0.068,0.356,0,32.37,0.64,3637,0.781406618,2.255489205,65.35533771,31.90813986,4.899302029,28.54789582,39.74962947,79.04668643,61.76760392,33.44719785,28.54789582,6.365451731,10.14690821,3.82834703,8.499906594,13.25736347,29.14876393,21.60159412,14.89818793,7.593872595,3.521389875,1.478921477,3.35,49.92,45.66,4.43,14.08,55.4,57.19,55.01
Finca8,VAL015,0.118783108,5.22,4.108,9.544,1.43,2.98,1.01,0.44,22.46,8.168,5.583,0.098,0.487,0.015,36.31,0.5,3596,0.891929304,2.267368095,60.66235096,21.71255863,4.347299402,34.60249293,40.77195783,70.07019933,62.4976641,38.94979233,34.60249293,2.584054049,4.122181458,3.877483729,26.0536845,23.69576195,25.40107991,13.39781688,6.926154683,2.070465758,1.425630268,1.029406052,3.31,56.94,39.08,3.98,17.06,47.35,50.21,53.07
Finca8,VAL016,0.157338914,5.45,3.701,8.598,1.23,6.9,0.94,0.79,22.34,3.077,4.538,0.133,0.289,0,34.75,0.65,2660,0.828675001,2.249596929,63.16340093,32.55250175,4.410332995,26.20056618,34.76710783,75.17954242,62.29940743,30.61089918,26.20056618,3.798842481,6.024726747,3.654732701,13.8697852,19.55948738,30.67834096,20.95919047,9.355591238,2.054109734,1.581482716,1.9420123,3.06,48.26,47.74,4,8.22,48.19,40.37,51.29
Finca8,VAL017,0.145213004,5.8,3.098,7.196,1.12,4.11,1.09,0.96,25.34,2.615,4.3,0.084,0.699,0,33.5,0.43,2447,0.827584409,2.209472038,62.54379352,27.14857467,5.071293383,30.32392546,37.50721437,77.64171539,64.25507313,35.39521885,30.32392546,17.65958492,28.53817933,4.196923336,13.49721707,16.02173337,23.06188709,20.65995229,13.71918897,5.2941956,3.988868275,3.756957328,3.19,43.7,52.81,3.5,14.93,44.48,49.91,53.43
Finca8,VAL018,-0.030716991,5.07,5.636,13.09,1.8,15.45,1.46,0.66,30.42,0.48,9.023,0.06,0.267,0,42.24,1.52,3712,0.670751145,2.16138003,68.96653361,36.82864204,3.892071939,28.24581962,43.97351853,95.78438372,64.24748506,32.13789156,28.24581962,19.45087656,31.07490638,2.61061171,6.572769953,14.67800514,32.64239525,21.08689875,12.79121268,3.875453982,4.566392063,3.786872176,3.25,28.05,69.19,2.76,8.68,53.71,53.65,75.75
